row_id,user_id,product_id,target
191,65,38164,1
192,65,39275,0
193,65,40604,1
194,65,42891,0
195,65,43154,0
196,65,43961,0
197,65,44781,0
198,74,8230,0
199,74,11072,0
200,74,22935,0
201,74,25659,0
202,74,33055,0
203,74,42768,0
204,82,196,0
205,82,6184,0
206,82,10441,0
207,82,11759,1
208,82,13176,1
209,82,13575,0
210,82,16953,0
211,82,27839,0
212,82,30450,0
213,82,37710,1
214,82,38928,0
215,82,39275,0
216,82,39581,1
217,82,42265,0
218,82,43352,0
219,82,43721,0
220,82,45128,0
221,82,46149,0
222,82,49235,1
223,84,1158,0
224,84,3896,0
225,84,4086,0
226,84,12312,0
227,84,21903,0
228,84,23165,0
229,84,34448,0
230,84,35535,0
231,84,45007,0
232,84,47766,1
233,84,48595,0
234,84,49520,0
235,96,4086,0
236,96,4927,0
237,96,5959,0
238,96,6631,0
239,96,7054,0
240,96,8467,0
241,96,18814,0
242,96,18918,0
243,96,21543,0
244,96,22474,0
245,96,24082,0
246,96,24852,0
247,96,30639,0
248,96,31371,1
249,96,34584,0
250,96,42450,0
251,96,43304,1
252,96,44422,0
253,96,46505,0
254,96,46802,0
255,96,49585,0
256,102,4920,0
257,102,9839,0
258,102,15290,0
259,102,16797,0
260,102,19051,0
261,102,23645,1
262,102,24852,0
263,102,28842,1
264,102,28985,1
265,102,30720,1
266,102,32864,0
267,102,36735,1
268,102,43768,0
269,102,45066,0
270,102,47766,0
271,105,12341,1
272,105,21572,0
273,105,41787,0
274,117,3007,0
275,117,14381,0
276,117,18721,0
277,117,19468,0
278,117,22275,0
279,117,24291,0
280,117,29503,1
281,117,32939,0
282,117,33894,0
283,117,34986,0
284,117,37229,0
285,117,37465,1
286,117,39491,0
287,117,43262,0
288,117,45622,0
289,119,2855,1
290,119,9387,0
291,119,31915,0
292,169,432,0
293,169,10798,0
294,169,14897,0
295,169,22993,0
296,169,30489,0
297,169,41325,0
298,169,47766,0
299,174,2855,0
300,174,5450,0
301,174,6297,0
302,174,9494,0
303,174,13176,0
304,174,13877,0
305,174,14650,0
306,174,15392,0
307,174,18434,0
308,174,20738,0
309,174,21903,0
310,174,23554,0
311,174,24964,0
312,174,25659,0
313,174,26620,0
314,174,27958,0
315,174,29447,0
316,174,29820,0
317,174,34126,0
318,174,34688,1
319,174,35199,0
320,174,36550,0
321,174,37792,0
322,174,39190,0
323,174,41950,0
324,174,42585,0
325,174,42701,0
326,174,42828,0
327,174,44624,0
328,174,44683,0
329,174,46667,0
330,174,47209,0
331,174,47492,0
332,174,49621,0
333,175,2962,0
334,175,13166,0
335,175,13984,0
336,175,16864,0
337,175,17915,0
338,175,18564,0
339,175,21462,0
340,175,24852,0
341,175,26604,0
342,175,27086,0
343,175,27750,0
344,175,31717,0
345,175,37147,0
346,175,39238,0
347,175,39409,0
348,175,39984,0
349,175,40868,0
350,175,41621,0
351,175,42443,0
352,175,46667,0
353,175,46822,0
354,193,4605,0
355,193,48946,0
356,197,1468,0
357,197,2086,0
358,197,3397,1
359,197,3896,0
360,197,3988,0
361,197,4920,0
362,197,4957,1
363,197,5757,0
364,197,8277,0
365,197,8424,0
366,197,8955,1
367,197,9515,0
368,197,10017,0
369,197,11925,1
370,197,12033,1
371,197,12395,0
372,197,13409,1
373,197,14651,0
374,197,14917,1
375,197,16185,0
376,197,16797,1
377,197,17461,1
378,197,17794,1
379,197,19508,0
380,197,20114,0
381,197,20734,0
382,197,21137,0
383,197,21709,0
384,197,21903,1
385,197,21910,1
386,197,22035,0
387,197,22234,0
388,197,22935,0
389,197,23338,0
390,197,24184,0
391,197,24964,1
392,197,25659,0
393,197,25705,0
394,197,26209,0
395,197,26604,0
396,197,27344,0
397,197,27845,1
398,197,27966,0
399,197,28849,0
400,197,28985,0
401,197,30169,0
402,197,30450,0
403,197,31477,0
404,197,31506,0
405,197,31964,0
406,197,33754,1
407,197,34175,0
408,197,34466,0
409,197,34551,0
410,197,35004,1
411,197,35921,1
412,197,38383,0
413,197,38419,0
414,197,38730,0
415,197,39160,1
416,197,39928,0
417,197,40571,1
418,197,42265,0
419,197,42294,0
420,197,42701,0
421,197,42719,0
422,197,43165,1
423,197,43352,0
424,197,46667,0
425,197,46720,0
426,197,46802,0
427,197,46906,0
428,197,46979,1
429,197,47526,0
430,197,47626,0
431,197,47652,0
432,197,47766,1
433,197,49191,0
434,197,49235,0
435,197,49383,1
436,197,49683,0
437,198,3957,0
438,198,6235,0
439,198,9047,0
440,198,18288,0
441,198,18881,0
442,198,22760,1
443,198,26165,0
444,198,30391,0
445,198,39097,0
446,198,46979,0
447,209,4217,0
448,209,4297,1
449,209,5161,0
450,209,5250,0
451,209,10551,0
452,209,10840,1
453,209,11076,0
454,209,11688,0
455,209,12858,0
456,209,15567,0
457,209,17730,0
458,209,19821,0
459,209,20876,1
460,209,22227,0
461,209,23579,0
462,209,24852,1
463,209,25217,0
464,209,30146,0
465,209,33716,0
466,209,34578,0
467,209,35536,0
468,209,35942,1
469,209,36675,0
470,209,37418,1
471,209,46902,0
472,209,47630,0
473,209,47717,0
474,209,48335,1
475,210,343,1
476,210,781,0
477,210,920,0
478,210,2314,0
479,210,2979,0
480,210,3376,0
481,210,3382,0
482,210,3481,0
483,210,4163,0
484,210,4799,1
485,210,4920,0
486,210,5134,0
487,210,5322,0
488,210,5618,0
489,210,5692,0
490,210,5818,0
491,210,7041,0
492,210,7121,0
493,210,7559,0
494,210,7649,0
495,210,7751,0
496,210,7781,0
497,210,7969,0
498,210,8174,1
499,210,8277,1
500,210,8518,0
501,210,9076,0
502,210,10292,0
503,210,10482,0
504,210,10504,0
505,210,10644,0
506,210,11597,0
507,210,11782,0
508,210,12254,0
509,210,12872,0
510,210,13225,0
511,210,13497,0
512,210,13629,0
513,210,13733,0
514,210,15290,0
515,210,15892,0
516,210,15937,0
517,210,16521,0
518,210,16797,0
519,210,17584,0
520,210,17600,0
521,210,21137,1
522,210,21292,0
523,210,21616,0
524,210,21903,1
525,210,22035,0
526,210,22474,0
527,210,22825,0
528,210,23178,0
529,210,23375,1
530,210,23537,0
531,210,23622,0
532,210,23695,1
533,210,23734,1
534,210,23909,1
535,210,24253,0
536,210,24654,0
537,210,24799,0
538,210,24852,0
539,210,25435,0
540,210,25931,0
541,210,26209,0
542,210,26352,0
543,210,26695,0
544,210,27104,0
545,210,27156,1
546,210,27304,0
547,210,27663,0
548,210,27690,0
549,210,27715,1
550,210,28171,0
551,210,28199,0
552,210,28465,0
553,210,28785,0
554,210,29256,0
555,210,29388,0
556,210,29941,0
557,210,29987,0
558,210,30489,0
559,210,31553,0
560,210,31717,0
561,210,31981,0
562,210,32030,1
563,210,32035,0
564,210,32433,0
565,210,32717,0
566,210,32734,0
567,210,32828,0
568,210,33043,0
569,210,33731,0
570,210,34243,0
571,210,34358,0
572,210,34969,1
573,210,35221,0
574,210,35350,0
575,210,35547,0
576,210,36389,0
577,210,36865,0
578,210,37220,0
579,210,37646,0
580,210,38159,0
581,210,38400,0
582,210,38739,1
583,210,38837,0
584,210,38890,0
585,210,39928,0
586,210,40198,1
587,210,40229,0
588,210,40233,1
589,210,40593,0
590,210,40604,0
591,210,40763,0
592,210,41065,0
593,210,41541,0
594,210,41588,0
595,210,41874,0
596,210,42265,0
597,210,42585,1
598,210,42736,0
599,210,42768,0
600,210,42803,0
601,210,43662,0
602,210,43760,0
603,210,43961,0
604,210,44514,0
605,210,44580,0
606,210,44661,0
607,210,45374,0
608,210,46886,1
609,210,47209,0
610,210,47766,0
611,210,48179,0
612,210,48697,0
613,210,48745,0
614,210,49075,1
615,210,49215,0
616,210,49533,0
617,210,49683,0
618,217,4605,0
619,217,4920,0
620,217,9618,0
621,217,11136,0
622,217,11440,0
623,217,21072,0
624,217,27544,1
625,217,28214,0
626,217,29487,0
627,217,33731,0
628,217,41658,0
629,217,47626,0
630,217,48287,0
631,240,5161,0
632,240,43352,0
633,242,260,0
634,242,758,0
635,242,790,0
636,242,4377,0
637,242,4920,0
638,242,5884,0
639,242,5941,0
640,242,8153,0
641,242,9076,1
642,242,9192,0
643,242,9340,0
644,242,9644,0
645,242,19213,0
646,242,19459,0
647,242,23734,0
648,242,25124,0
649,242,26604,0
650,242,27086,0
651,242,29061,0
652,242,43352,0
653,242,44843,0
654,258,34,1
655,258,3376,0
656,258,4288,0
657,258,8193,1
658,258,8859,1
659,258,10603,0
660,258,11182,0
661,258,11452,1
662,258,14332,0
663,258,14462,0
664,258,19904,0
665,258,20084,0
666,258,20574,1
667,258,21810,0
668,258,22384,0
669,258,24518,0
670,258,24830,0
671,258,24852,0
672,258,25093,0
673,258,25407,0
674,258,26032,0
675,258,27243,0
676,258,27741,0
677,258,28698,0
678,258,33787,0
679,258,35090,0
680,258,35108,0
681,258,37192,0
682,258,42613,0
683,258,42768,0
684,258,43858,0
685,258,44514,0
686,258,46605,0
687,258,47626,0
688,258,49683,0
689,304,4982,0
690,304,5212,0
691,304,5262,0
692,304,5393,0
693,304,7029,0
694,304,8021,0
695,304,8230,0
696,304,8277,0
697,304,10753,0
698,304,17131,0
699,304,17419,0
700,304,20339,1
701,304,20345,0
702,304,22198,0
703,304,24385,0
704,304,27729,0
705,304,27845,0
706,304,31467,0
707,304,35199,0
708,304,35688,1
709,304,36036,0
710,304,39228,0
711,304,40691,1
712,304,42110,0
713,304,42356,0
714,304,44292,0
715,304,45374,0
716,304,45599,0
717,304,46681,1
718,304,47011,0
719,304,47672,0
720,309,790,0
721,309,1516,0
722,309,1979,0
723,309,2270,0
724,309,3142,0
725,309,4605,1
726,309,5652,0
727,309,5912,0
728,309,6238,0
729,309,7500,0
730,309,8518,0
731,309,10246,0
732,309,12157,0
733,309,12845,0
734,309,15261,0
735,309,16174,0
736,309,18531,1
737,309,18963,0
738,309,19678,1
739,309,20114,0
740,309,20608,0
741,309,21616,0
742,309,21903,0
743,309,22627,0
744,309,22935,0
745,309,23001,0
746,309,23898,0
747,309,24184,0
748,309,24852,0
749,309,25659,1
750,309,27104,0
751,309,27451,0
752,309,27521,0
753,309,27966,0
754,309,28601,0
755,309,28785,0
756,309,28985,1
757,309,29487,1
758,309,30291,0
759,309,31506,0
760,309,32927,0
761,309,35217,0
762,309,35838,0
763,309,36809,0
764,309,37147,0
765,309,37478,0
766,309,38609,0
767,309,38903,0
768,309,39275,0
769,309,39301,0
770,309,39812,0
771,309,39984,0
772,309,40516,0
773,309,42315,0
774,309,42585,0
775,309,42625,0
776,309,43210,0
777,309,43789,0
778,309,44628,0
779,309,45007,0
780,309,46505,0
781,309,46667,1
782,309,46979,0
783,309,47766,0
784,309,48437,0
785,309,49585,0
786,309,49683,0
787,315,4210,0
788,315,4605,0
789,315,4920,1
790,315,21158,1
791,315,24852,0
792,315,25885,1
793,315,44799,0
794,337,1559,0
795,337,2846,0
796,337,5025,0
797,337,7693,0
798,337,8424,0
799,337,12919,0
800,337,13636,0
801,337,13733,0
802,337,14870,1
803,337,15532,0
804,337,17191,0
805,337,17279,0
806,337,18891,0
807,337,18926,0
808,337,19348,1
809,337,19691,0
810,337,20114,0
811,337,20590,0
812,337,22124,0
813,337,22206,0
814,337,22400,0
815,337,23139,0
816,337,24799,0
817,337,24838,0
818,337,24852,0
819,337,24954,0
820,337,25544,1
821,337,26209,0
822,337,26620,0
823,337,27945,1
824,337,28156,0
825,337,28465,0
826,337,28985,0
827,337,29094,0
828,337,29307,0
829,337,29553,0
830,337,31328,0
831,337,32331,0
832,337,34283,0
833,337,38400,0
834,337,39408,0
835,337,40332,0
836,337,43205,0
837,337,44142,0
838,337,44233,0
839,337,45066,0
840,337,45116,0
841,337,45443,0
842,337,46676,0
843,337,47865,0
844,337,47977,0
845,337,49191,1
846,341,228,0
847,341,1244,1
848,341,3957,1
849,341,5876,0
850,341,7014,0
851,341,8277,0
852,341,9047,1
853,341,9154,0
854,341,11140,0
855,341,16349,0
856,341,16479,0
857,341,22281,1
858,341,22935,0
859,341,24489,1
860,341,25506,0
861,341,27521,0
862,341,27966,1
863,341,30290,0
864,341,30291,0
865,341,30391,1
866,341,32935,0
867,341,35168,0
868,341,35535,0
869,341,35594,0
870,341,35750,1
871,341,35951,0
872,341,38847,0
873,341,39928,0
874,341,40268,0
875,341,40691,0
876,341,43005,1
877,341,43086,0
878,341,43504,1
879,341,43768,0
880,341,44097,0
881,341,46069,0
882,341,47209,1
883,342,432,0
884,342,625,0
885,342,5077,0
886,342,5819,0
887,342,6128,0
888,342,8744,0
889,342,9076,0
890,342,11678,0
891,342,11865,0
892,342,13176,0
893,342,15902,0
894,342,21351,0
895,342,22025,0
896,342,23687,0
897,342,31486,0
898,342,33909,0
899,342,34854,0
900,342,35976,0
901,342,39275,0
902,342,41372,0
903,342,41385,0
904,342,42460,0
905,342,43530,0
906,342,46239,1
907,348,3634,0
908,348,3991,0
909,348,4605,0
910,348,5578,0
911,348,9020,0
912,348,13076,0
913,348,22935,0
914,348,24964,0
915,348,26668,0
916,348,27286,0
917,348,29675,0
918,348,38739,0
919,348,39046,0
920,348,39993,0
921,348,42625,0
922,348,44359,0
923,359,1463,0
924,359,2132,0
925,359,2180,0
926,359,3339,0
927,359,5390,0
928,359,5876,0
929,359,6774,0
930,359,7010,1
931,359,7628,0
932,359,7877,0
933,359,8021,0
934,359,8518,0
935,359,11250,0
936,359,13176,1
937,359,13733,0
938,359,14702,0
939,359,16249,0
940,359,18232,0
941,359,18531,0
942,359,21174,0
943,359,21872,0
944,359,21903,0
945,359,23643,0
946,359,24852,0
947,359,26209,0
948,359,26604,1
949,359,26800,0
950,359,27845,1
951,359,31562,0
952,359,32734,0
953,359,35132,1
954,359,36857,0
955,359,38693,0
956,359,42736,0
957,359,42828,0
958,359,43262,0
959,359,43968,0
960,359,44910,0
961,359,45007,0
962,359,47626,0
963,359,48628,0
964,359,49236,1
965,370,327,0
966,370,3090,0
967,370,3274,0
968,370,4071,0
969,370,5547,0
970,370,5603,0
971,370,5785,0
972,370,5876,0
973,370,6656,0
974,370,6772,0
975,370,7704,0
976,370,8075,0
977,370,9422,0
978,370,10915,0
979,370,11786,0
980,370,12145,0
981,370,13661,0
982,370,13870,0
983,370,14872,0
984,370,15182,0
985,370,16868,0
986,370,17759,0
987,370,17872,0
988,370,18811,0
989,370,20738,0
990,370,20842,0
991,370,26856,0
992,370,27325,0
993,370,28156,0
994,370,28767,1
995,370,29118,0
996,370,30391,0
997,370,32585,0
998,370,32665,0
999,370,32685,0
1000,370,34012,0
1001,370,34658,0
1002,370,36606,0
1003,370,39729,0
1004,370,39977,0
1005,370,40199,1
1006,370,41433,0
1007,370,41570,0
1008,370,42633,1
1009,370,43961,0
1010,370,45007,0
1011,370,46069,0
1012,370,46616,0
1013,370,47209,0
1014,377,21573,0
1015,377,24852,0
1016,378,8859,1
1017,378,33000,0
1018,380,1890,0
1019,380,5818,0
1020,380,7076,0
1021,380,10863,0
1022,380,13176,0
1023,380,13565,0
1024,380,17429,1
1025,380,17468,0
1026,380,45066,0
1027,401,9387,0
1028,401,13249,0
1029,401,24852,0
1030,401,45066,0
1031,401,47766,1
1032,435,77,0
1033,435,812,1
1034,435,2960,0
1035,435,7676,0
1036,435,9387,0
1037,435,12916,0
1038,435,17758,0
1039,435,18840,1
1040,435,21137,0
1041,435,21781,1
1042,435,27090,1
1043,435,28985,0
1044,435,29801,1
1045,435,34582,0
1046,435,35078,0
1047,435,35948,0
1048,435,38164,0
1049,435,42677,1
1050,435,44290,1
1051,435,44585,0
1052,435,47595,1
1053,435,47626,0
1054,441,4724,0
1055,441,5258,0
1056,441,8803,0
1057,441,9755,0
1058,441,11759,0
1059,441,12341,0
1060,441,13575,0
1061,441,14444,0
1062,441,16797,0
1063,441,21292,0
1064,441,37710,1
1065,441,39657,0
1066,441,40199,1
1067,441,43352,0
1068,444,432,0
1069,444,2295,1
1070,444,2846,1
1071,444,2979,1
1072,444,3376,0
1073,444,4605,1
1074,444,4781,0
1075,444,5212,0
1076,444,7704,0
1077,444,8988,0
1078,444,9587,0
1079,444,11777,0
1080,444,13176,0
1081,444,13535,0
1082,444,13984,0
1083,444,16797,0
1084,444,17789,1
1085,444,17948,0
1086,444,18272,1
1087,444,19625,0
1088,444,20842,1
1089,444,21137,1
1090,444,21288,1
1091,444,21295,0
1092,444,21616,1
1093,444,21903,0
1094,444,21938,1
1095,444,22328,0
1096,444,22395,0
1097,444,22963,1
1098,444,24184,0
1099,444,24764,0
1100,444,24838,0
1101,444,24852,1
1102,444,25931,1
1103,444,26201,0
1104,444,26283,0
1105,444,26369,0
1106,444,26480,0
1107,444,26604,0
1108,444,27104,0
1109,444,27156,0
1110,444,27521,0
1111,444,27845,0
1112,444,27966,1
1113,444,28289,0
1114,444,28590,0
1115,444,28849,0
1116,444,28985,1
1117,444,30252,1
1118,444,30406,0
1119,444,30450,1
1120,444,30489,0
1121,444,32052,1
1122,444,33731,0
1123,444,34126,0
1124,444,34605,0
1125,444,34949,1
1126,444,35168,0
1127,444,35833,0
1128,444,35939,1
1129,444,37053,0
1130,444,37646,0
1131,444,37687,0
1132,444,38400,0
1133,444,38557,0
1134,444,38996,0
1135,444,39275,0
1136,444,39911,0
1137,444,41588,1
1138,444,41593,0
1139,444,41787,1
1140,444,42265,1
1141,444,42768,0
1142,444,43789,0
1143,444,43961,0
1144,444,44422,0
1145,444,44514,0
1146,444,44683,0
1147,444,45007,0
1148,444,46667,0
1149,444,47144,0
1150,444,47626,1
1151,444,47766,0
1152,444,48679,1
1153,444,48775,0
1154,444,49075,0
1155,444,49683,0
1156,459,3798,1
1157,459,10326,0
1158,459,14966,0
1159,459,20955,1
1160,459,21137,0
1161,459,21195,0
1162,459,21288,0
1163,459,21903,1
1164,459,25146,0
1165,459,27966,0
1166,459,30450,0
1167,459,37710,0
1168,459,37919,0
1169,459,39275,1
1170,459,46804,0
1171,477,22849,0
1172,477,30489,0
1173,477,38662,0
1174,477,39877,1
1175,487,160,0
1176,487,2081,1
1177,487,2228,0
1178,487,3464,0
1179,487,3957,1
1180,487,4945,0
1181,487,5194,0
1182,487,5621,0
1183,487,5652,0
1184,487,5876,0
1185,487,7515,0
1186,487,7753,0
1187,487,7781,0
1188,487,8075,0
1189,487,8465,0
1190,487,9047,0
1191,487,9337,0
1192,487,9766,0
1193,487,11046,0
1194,487,11109,0
1195,487,11182,0
1196,487,11845,0
1197,487,12206,1
1198,487,13176,0
1199,487,13409,1
1200,487,13629,0
1201,487,13740,0
1202,487,14491,0
1203,487,16973,0
1204,487,17652,0
1205,487,17704,0
1206,487,18159,0
1207,487,18288,0
1208,487,18656,0
1209,487,19875,1
1210,487,20734,0
1211,487,20767,0
1212,487,21137,0
1213,487,21376,1
1214,487,21903,0
1215,487,23734,0
1216,487,24156,0
1217,487,24390,0
1218,487,24964,0
1219,487,25371,0
1220,487,26128,0
1221,487,27086,1
1222,487,27344,0
1223,487,27966,1
1224,487,28199,0
1225,487,29694,0
1226,487,30252,1
1227,487,30391,0
1228,487,30489,0
1229,487,31371,0
1230,487,31970,0
1231,487,34126,0
1232,487,34128,1
1233,487,36724,1
1234,487,37464,1
1235,487,37971,0
1236,487,38387,1
1237,487,38777,0
1238,487,39877,0
1239,487,41089,1
1240,487,41844,0
1241,487,41950,0
1242,487,42445,0
1243,487,43086,0
1244,487,43463,0
1245,487,44142,0
1246,487,44268,1
1247,487,44449,1
1248,487,44479,0
1249,487,45445,1
1250,487,46667,0
1251,487,46802,1
1252,487,47209,0
1253,487,47626,0
1254,487,49201,0
1255,487,49451,0
1256,488,781,0
1257,488,3957,0
1258,488,4562,0
1259,488,5646,0
1260,488,5785,0
1261,488,7693,0
1262,488,8277,0
1263,488,9339,0
1264,488,23375,1
1265,488,26282,1
1266,488,29993,1
1267,488,33364,0
1268,488,35510,0
1269,488,36695,1
1270,488,37029,1
1271,488,38777,0
1272,488,42265,0
1273,488,47766,1
1274,488,49112,1
1275,488,49235,0
1276,517,14447,0
1277,517,18234,0
1278,517,18352,0
1279,517,21137,1
1280,517,30406,0
1281,517,34126,0
1282,517,39275,0
1283,517,43352,1
1284,517,44008,1
1285,517,47766,0
1286,526,1511,1
1287,526,2915,0
1288,526,3529,0
1289,526,4006,0
1290,526,5729,0
1291,526,6128,0
1292,526,10957,1
1293,526,12068,0
1294,526,13225,0
1295,526,14390,0
1296,526,18498,0
1297,526,19495,0
1298,526,21955,1
1299,526,22695,1
1300,526,23037,1
1301,526,23734,0
1302,526,24386,1
1303,526,27246,1
1304,526,28829,1
1305,526,29646,1
1306,526,29993,0
1307,526,31725,0
1308,526,33651,0
1309,526,35507,0
1310,526,43631,0
1311,526,44319,0
1312,526,46041,1
1313,526,46388,1
1314,533,3661,0
1315,533,4713,0
1316,533,13425,0
1317,533,14897,0
1318,533,29553,0
1319,533,39190,0
1320,533,39275,0
1321,542,21288,0
1322,542,43352,1
1323,549,4565,0
1324,549,4605,0
1325,549,8518,0
1326,549,11983,0
1327,549,22866,0
1328,549,33351,0
1329,549,34050,1
1330,549,42372,0
1331,549,46260,0
1332,549,46787,0
1333,563,14764,1
1334,563,22959,0
1335,563,30561,1
1336,563,31663,0
1337,563,39947,0
1338,563,46516,1
1339,565,12107,0
1340,565,15153,1
1341,565,22089,0
1342,572,1158,0
1343,572,2838,0
1344,572,12392,0
1345,572,21777,0
1346,572,38672,0
1347,572,38768,0
1348,572,49185,1
1349,575,8057,0
1350,575,21903,0
1351,584,11777,1
1352,584,11941,0
1353,584,17027,1
1354,584,19513,0
1355,584,24518,0
1356,584,27521,0
1357,584,31635,1
1358,584,47209,0
1359,584,49520,0
1360,591,33783,1
1361,594,9076,0
1362,594,23288,0
1363,594,30591,0
1364,594,46061,0
1365,604,1099,0
1366,604,1158,1
1367,604,2063,1
1368,604,2573,0
1369,604,3952,1
1370,604,4792,0
1371,604,4920,0
1372,604,5456,0
1373,604,5876,0
1374,604,6656,0
1375,604,6740,0
1376,604,8277,0
1377,604,10798,0
1378,604,10912,0
1379,604,13176,1
1380,604,13829,0
1381,604,13874,0
1382,604,14464,0
1383,604,14467,0
1384,604,14976,0
1385,604,16759,1
1386,604,18232,0
1387,604,18352,0
1388,604,18523,1
1389,604,18811,0
1390,604,19706,0
1391,604,19816,0
1392,604,19895,0
1393,604,19938,0
1394,604,21413,0
1395,604,22007,0
1396,604,22115,0
1397,604,22328,0
1398,604,22935,0
1399,604,24184,0
1400,604,24954,0
1401,604,25659,0
1402,604,26209,0
1403,604,27086,0
1404,604,27156,0
1405,604,27663,1
1406,604,27744,0
1407,604,27845,0
1408,604,27966,0
1409,604,28985,0
1410,604,29328,0
1411,604,29662,0
1412,604,30494,0
1413,604,31040,0
1414,604,31471,0
1415,604,31506,0
1416,604,32655,0
1417,604,32854,0
1418,604,32869,1
1419,604,33787,1
1420,604,34126,0
1421,604,35939,0
1422,604,36695,0
1423,604,38159,0
1424,604,38689,1
1425,604,39040,0
1426,604,40571,0
1427,604,41844,0
1428,604,42265,1
1429,604,42701,0
1430,604,44632,1
1431,604,45681,0
1432,604,46226,0
1433,604,46969,0
1434,604,47209,0
1435,604,47672,0
1436,604,48745,0
1437,604,49533,0
1438,606,1244,0
1439,606,3849,0
1440,606,5646,0
1441,606,6972,0
1442,606,9839,0
1443,606,10749,0
1444,606,12456,0
1445,606,13176,1
1446,606,14129,0
1447,606,20995,0
1448,606,21903,0
1449,606,21938,0
1450,606,22935,0
1451,606,23288,1
1452,606,24964,1
1453,606,27695,0
1454,606,28986,0
1455,606,29127,0
1456,606,29270,0
1457,606,32267,0
1458,606,34824,0
1459,606,35767,0
1460,606,40706,0
1461,606,42701,0
1462,606,43295,0
1463,606,47209,0
1464,609,2141,0
1465,609,4410,1
1466,609,9387,0
1467,609,12204,0
1468,609,13560,0
1469,609,14853,1
1470,609,16137,0
1471,609,17862,0
1472,609,17878,1
1473,609,18531,1
1474,609,23181,0
1475,609,24852,0
1476,609,25146,0
1477,609,25659,0
1478,609,25890,1
1479,609,31467,0
1480,609,31506,0
1481,609,34530,0
1482,609,35887,1
1483,609,38293,1
1484,609,41290,0
1485,609,41972,1
1486,609,48720,0
1487,614,4210,1
1488,614,13176,1
1489,614,49683,0
1490,619,18389,1
1491,625,4258,0
1492,625,10374,1
1493,625,16696,1
1494,625,17341,0
1495,625,20682,0
1496,625,22120,1
1497,625,23410,0
1498,625,26348,1
1499,625,29094,1
