,client_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
76,b78b3d93-0b74-4b5a-8d71-f3e337d7256f,55,technician,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
77,c05119e8-4fa3-4ca4-8e3f-55410c40f67f,33,services,married,high.school,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
78,1ddf212d-2d75-4cc4-9027-d3d12d7d75a4,55,management,married,unknown,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
79,7032cdaf-8623-49b9-bf7b-ddf620ec08e3,42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
80,25ffdbaf-7531-426f-a6ee-83f00a964fcc,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
81,fbea6be8-5bc3-4c2d-a4ba-f319c7c8c383,51,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
82,bacd4274-2ea5-4eaf-b76e-19242cdb3e8b,38,admin.,married,high.school,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
83,55fc337c-26a7-466b-8202-ab2ee081ac99,49,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
84,a82ac330-5944-4700-952c-15f1892e54ca,38,technician,single,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
85,73253e32-8e65-4b48-b786-39fa73a6373c,31,admin.,divorced,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
86,ba2b21e6-51d2-4255-abfe-f0263bbb1a76,41,management,married,basic.6y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
87,34e319db-12de-4774-ace9-61c7b09917a6,39,admin.,married,university.degree,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
88,27b41ae7-f995-48a4-9ddc-dd0f9c2fec09,49,technician,married,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
89,23278f2d-69e8-47c3-a43b-bf2a9cd2d143,34,admin.,married,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
90,00b3b5b5-8c89-47fb-9172-4787c55b14ab,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
91,243dbc6b-a172-47e7-b6b2-54c661469d6a,57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
92,00bb8bd0-a15e-4054-aab9-c9cad5a5860e,60,admin.,married,unknown,unknown,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
93,4a282bdc-44c2-45a5-8e72-771ea7c5daa2,33,unemployed,married,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
94,e38b8815-f597-4fc0-a422-a3df367731ba,42,blue-collar,married,basic.6y,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
95,adc221b7-6ca6-4ce1-83d4-631cd90c65b3,45,services,married,professional.course,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
96,d81423ca-dfad-4d27-9bbc-95c554e3cce8,42,management,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
97,36a57811-a4b0-4565-bf40-1754cb1a80f7,53,admin.,divorced,university.degree,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
98,94cbe89b-c443-474c-8a2b-e6cf1d868b34,37,technician,single,professional.course,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
99,d5752b35-ef34-483e-a992-1ec0eca2d2d4,44,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
100,cbc928b5-78e0-4a2f-910a-f3f9e020d51c,54,services,married,unknown,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
101,a08861e6-52fa-4a37-b7f9-04d5b5bc13a1,49,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
102,e73b873e-256e-4981-8813-b20c3369affe,54,services,married,unknown,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
103,898417fb-b9c8-4425-915c-585584e9da1f,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
104,13b163cc-d2af-4ea8-aa07-336d9fddccf3,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
105,203179f7-c1b9-4f17-9540-1c6ddb4c2668,43,services,single,high.school,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
106,48a17462-91cc-4d4e-940d-f40c06ff7a23,34,housemaid,married,basic.6y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
107,fbc86048-3dfb-4ca0-89cc-282ddc76285e,35,admin.,married,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
108,403790ab-6eda-4717-89a7-e63ee1a8e798,42,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
109,9bef0401-fd92-4104-87d5-279d8fccda93,43,technician,married,unknown,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
110,fac0bc73-aca7-411d-88f7-7381487cff6c,60,retired,divorced,university.degree,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
111,6da09f70-444a-434f-8a60-12fdf65dc8bb,58,unemployed,married,basic.4y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
112,35bb586a-5d42-4181-a5db-9e347a02b41f,35,services,divorced,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
113,6ee76347-0803-4b24-b52a-d76baa6f4dec,55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
114,3bf4537c-3f3f-4e7c-b46d-d01b9ef317d3,37,management,married,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
115,009b37b0-196d-484f-89c8-4c560d64a276,36,blue-collar,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
116,a03ccdf6-8571-478b-b1cc-6c9c6d75f84e,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
117,b7cac3fa-6162-4535-a222-1918e2f9bd59,57,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
118,d2826c26-1263-41de-b32a-a6e1ac84432a,56,admin.,married,unknown,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
119,b7bc8188-bca4-446e-94c6-f7d930a5b646,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
120,fd9b6482-b989-4a02-9318-c71233845bd0,40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
121,03253b6a-8ba3-47d1-acd9-2c4aabb27193,49,blue-collar,divorced,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
122,c9c7865d-4789-4e4b-b2ba-2f6f127f264c,41,services,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
123,5a63ad89-8e93-473f-be60-890c016216c8,45,technician,married,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
124,bcee3c12-672f-4d0b-b1f5-e60047ce5ef6,32,admin.,married,university.degree,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
125,5f16ece6-f9a4-45e2-9ce5-16708384fbd4,42,admin.,married,university.degree,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
126,d0b8398c-2fe2-414f-9af4-0c1b2ee9cf79,50,admin.,married,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
127,257be4ca-6c1c-4b06-b244-93c70bc021ac,31,technician,divorced,professional.course,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
128,a3d20d3e-5f7d-4207-baba-319862ded534,56,retired,married,basic.4y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
129,a9a90b2d-0fd4-49b1-b82a-3300ea47d9bc,41,technician,married,professional.course,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
130,f533f02f-438f-48b7-9fab-2f0935dc360e,37,blue-collar,married,basic.6y,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
131,2e6f5b24-5f0f-498a-bfe7-2eb639424c49,41,technician,married,professional.course,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
132,b129b709-fa4e-4d96-bd14-22cac8e47939,35,blue-collar,married,unknown,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
133,2d68ef7b-11a6-42ec-b4ee-e31ea0587793,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
134,1baef067-c155-43fc-af97-c8f840965687,52,management,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
135,a0045609-9e57-4992-9054-54bdf5378bac,39,management,divorced,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
136,ee98b6e3-1cd5-4a66-ac3f-aaeaabd7051e,39,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
137,b49e917d-1cf5-4914-a572-db95be2a4f00,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
138,2b74644d-645b-4682-a2be-af92ba066200,34,services,married,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
139,366edf55-e754-4e97-8289-e7cfa961a11a,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
140,44e486fb-2f01-4ebe-a0a2-66335c258e7f,43,unemployed,single,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
141,6824d7c4-2693-4d31-8112-65c675807e44,56,management,married,unknown,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
142,8d4ddf9f-ef80-418a-acd8-062e2378f74b,39,management,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
143,efc68361-78ae-4bdb-9e8d-d5ec23fc592f,53,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
144,f9663ca4-0139-4e6a-9a10-defdd9285f2b,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
145,883260c8-f114-4c3f-86e8-5677cdd17881,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
146,fe360942-a630-4de8-9461-dd05f691d949,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
147,f0b14fc0-e3ea-41f8-a322-56641a8021ee,35,admin.,single,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
