order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1726905,84,prior,6,0,12,18.0
2965907,84,prior,7,5,13,30.0
2128144,84,prior,8,0,10,30.0
2276967,84,train,9,0,13,14.0
1895573,88,prior,1,1,15,
1506478,88,prior,2,4,15,10.0
1963964,88,prior,3,6,16,30.0
2760558,88,prior,4,1,8,16.0
253625,88,prior,5,6,13,26.0
2377648,88,prior,6,6,13,0.0
2062476,88,prior,7,1,0,23.0
3081445,88,train,8,3,18,23.0
2242366,96,prior,1,4,12,
2552220,96,prior,2,5,10,8.0
927478,96,prior,3,4,16,6.0
1997812,96,prior,4,1,10,11.0
1035645,96,prior,5,3,11,9.0
1456739,96,prior,6,1,15,12.0
2647486,96,prior,7,6,22,19.0
2716894,96,prior,8,4,22,5.0
1063629,96,prior,9,4,16,7.0
1002033,96,prior,10,6,13,9.0
165754,96,prior,11,0,1,8.0
2331962,96,prior,12,0,11,14.0
145694,96,prior,13,5,12,12.0
1411620,96,prior,14,2,15,30.0
3378475,96,prior,15,1,9,13.0
784032,96,prior,16,3,9,9.0
531345,96,train,17,1,11,30.0
629426,102,prior,1,3,11,
3404327,102,prior,2,6,23,24.0
3368457,102,prior,3,0,17,30.0
1931578,102,prior,4,1,12,30.0
2196914,102,prior,5,5,23,11.0
2531610,102,prior,6,5,14,30.0
2591641,102,train,7,0,20,30.0
2486885,105,prior,1,5,15,
226377,105,prior,2,0,6,30.0
930259,105,prior,3,5,16,12.0
1910840,105,prior,4,5,9,7.0
1731500,105,prior,5,3,11,12.0
3193305,105,prior,6,0,15,30.0
3204356,105,prior,7,1,13,30.0
2298088,105,train,8,3,10,30.0
1120443,111,prior,1,5,8,
2301655,111,prior,2,5,9,0.0
1619720,111,prior,3,6,15,30.0
278813,111,prior,4,5,13,27.0
814737,111,prior,5,6,12,30.0
2179090,111,prior,6,4,17,30.0
2552531,111,prior,7,0,10,3.0
3105153,111,train,8,4,11,4.0
631537,112,prior,1,6,11,
3386821,112,prior,2,1,14,16.0
1288160,112,prior,3,2,18,15.0
1191488,112,prior,4,2,15,14.0
182753,112,prior,5,4,17,9.0
639038,112,prior,6,0,17,3.0
1703258,112,prior,7,5,10,5.0
2036112,112,prior,8,1,13,3.0
952832,112,prior,9,6,15,5.0
1367085,112,prior,10,4,18,5.0
1087318,112,prior,11,2,13,5.0
1882807,112,prior,12,6,17,18.0
2077275,112,prior,13,4,13,5.0
3371572,112,prior,14,6,9,2.0
3094724,112,prior,15,2,12,3.0
887098,112,prior,16,4,17,2.0
3187305,112,prior,17,4,12,7.0
3171492,112,prior,18,0,16,17.0
443946,112,prior,19,6,9,6.0
102218,112,prior,20,1,15,30.0
1539802,112,prior,21,1,17,7.0
594895,112,prior,22,1,11,7.0
632430,112,prior,23,5,15,4.0
2298220,112,prior,24,0,18,2.0
1873854,112,prior,25,5,15,5.0
3378311,112,prior,26,3,11,5.0
3032922,112,train,27,2,18,6.0
2289023,117,prior,1,3,17,
3372845,117,prior,2,1,12,30.0
1596327,117,prior,3,3,6,30.0
1255531,117,prior,4,5,14,30.0
2116172,117,prior,5,0,16,30.0
1505236,117,prior,6,5,14,5.0
3161671,117,prior,7,4,16,20.0
2017489,117,prior,8,1,12,4.0
1616452,117,prior,9,5,14,11.0
3127804,117,prior,10,4,19,30.0
2116043,117,prior,11,3,16,20.0
1438423,117,train,12,0,18,4.0
2268469,119,prior,1,6,13,
123124,119,prior,2,0,10,8.0
1776217,119,prior,3,3,14,17.0
461193,119,train,4,0,14,30.0
472106,121,prior,1,0,9,
484983,121,prior,2,5,20,5.0
1239400,121,prior,3,1,16,30.0
1135686,121,prior,4,6,8,26.0
2410237,121,prior,5,2,15,10.0
542018,121,prior,6,3,16,15.0
3367490,121,prior,7,1,14,30.0
1198282,121,prior,8,1,7,21.0
1471550,121,prior,9,0,10,30.0
2929824,121,prior,10,3,16,17.0
2652217,121,train,11,3,6,21.0
2955606,160,prior,1,1,3,
3159678,160,prior,2,1,3,14.0
2604109,160,prior,3,1,5,21.0
219970,160,prior,4,6,11,12.0
1314510,160,prior,5,2,6,17.0
1168548,160,prior,6,3,14,15.0
1643899,160,prior,7,1,4,12.0
3011063,160,prior,8,0,16,27.0
2608162,160,prior,9,0,18,21.0
567775,160,prior,10,2,19,9.0
2404259,160,prior,11,2,20,7.0
1381002,160,prior,12,1,1,6.0
2133144,160,train,13,0,17,13.0
773377,169,prior,1,4,16,
1447250,169,prior,2,4,17,21.0
114213,169,prior,3,1,15,30.0
1028598,169,prior,4,5,9,25.0
419354,169,prior,5,5,12,7.0
570511,169,prior,6,4,17,6.0
767489,169,train,7,2,12,30.0
3258437,174,prior,1,5,12,
2717674,174,prior,2,3,21,30.0
3305949,174,prior,3,5,17,2.0
2143916,174,prior,4,0,17,23.0
491572,174,prior,5,2,17,16.0
1454402,174,prior,6,5,14,24.0
3198434,174,prior,7,1,15,3.0
3129852,174,prior,8,0,12,6.0
228667,174,prior,9,0,16,7.0
539529,174,prior,10,3,18,3.0
2438283,174,prior,11,0,16,11.0
2055941,174,prior,12,3,19,24.0
235402,174,prior,13,4,14,8.0
1640518,174,prior,14,0,14,3.0
668180,174,prior,15,4,16,4.0
662606,174,prior,16,2,14,5.0
2405543,174,prior,17,5,14,10.0
2821678,174,prior,18,4,15,6.0
85209,174,prior,19,0,15,10.0
3312431,174,prior,20,2,16,2.0
1003212,174,prior,21,1,16,30.0
1746076,174,prior,22,0,10,13.0
559688,174,prior,23,0,17,7.0
2510944,174,prior,24,5,13,12.0
1945064,174,prior,25,0,16,16.0
996987,174,prior,26,0,14,7.0
1725709,174,prior,27,4,17,11.0
537105,174,train,28,6,11,9.0
1290053,175,prior,1,1,8,
2461831,175,prior,2,2,21,1.0
3063200,175,prior,3,4,16,2.0
205495,175,prior,4,3,22,6.0
1456009,175,prior,5,5,10,2.0
1281771,175,prior,6,0,23,2.0
634160,175,prior,7,3,12,3.0
3147245,175,prior,8,4,8,1.0
329132,175,prior,9,0,15,10.0
1383918,175,prior,10,1,16,1.0
827491,175,prior,11,3,11,9.0
980430,175,prior,12,2,17,6.0
288866,175,prior,13,1,15,6.0
914512,175,prior,14,3,13,2.0
1785787,175,prior,15,1,8,5.0
3341980,175,prior,16,4,10,3.0
1197228,175,prior,17,5,14,8.0
1220438,175,prior,18,1,14,10.0
1318861,175,prior,19,3,8,9.0
390962,175,prior,20,4,9,1.0
1774680,175,prior,21,1,14,11.0
3048271,175,prior,22,3,20,9.0
1603592,175,prior,23,3,13,7.0
1505214,175,train,24,3,9,7.0
1173120,176,prior,1,1,17,
30855,176,prior,2,1,12,21.0
806599,176,prior,3,1,16,30.0
919208,176,prior,4,2,14,30.0
2944045,176,prior,5,0,16,30.0
1075956,176,prior,6,1,13,8.0
2433199,176,train,7,6,16,19.0
238653,193,prior,1,2,9,
3306506,193,prior,2,1,11,13.0
1041720,193,prior,3,1,17,21.0
2875207,193,prior,4,1,14,14.0
2179710,193,prior,5,4,10,30.0
1962299,193,train,6,4,10,14.0
2040988,195,prior,1,1,14,
2247949,195,prior,2,5,15,4.0
28047,195,prior,3,0,13,9.0
3094213,195,prior,4,1,8,15.0
2699449,195,prior,5,4,9,3.0
2443791,195,prior,6,1,9,4.0
739290,195,prior,7,4,9,3.0
1680569,195,prior,8,1,9,4.0
1991051,195,prior,9,5,10,4.0
2186781,195,prior,10,1,11,3.0
2213852,195,prior,11,4,9,3.0
2969331,195,prior,12,5,14,1.0
2925383,195,prior,13,1,18,10.0
1302290,195,prior,14,2,8,8.0
3278937,195,prior,15,2,8,0.0
2254988,195,prior,16,4,18,2.0
1357499,195,prior,17,2,9,5.0
1946131,195,prior,18,2,8,7.0
276171,195,prior,19,5,11,3.0
3387727,195,prior,20,1,10,10.0
2661660,195,prior,21,5,15,4.0
2744976,195,prior,22,5,10,7.0
1017813,195,prior,23,5,16,7.0
373581,195,prior,24,4,11,6.0
2781919,195,prior,25,1,14,4.0
1190066,195,prior,26,4,17,3.0
1442427,195,prior,27,3,9,6.0
1896889,195,prior,28,5,11,2.0
3334200,195,prior,29,5,10,7.0
1205026,195,prior,30,5,11,7.0
1738718,195,prior,31,2,8,4.0
3140466,195,prior,32,1,7,13.0
952829,195,prior,33,4,17,3.0
3058369,195,prior,34,3,10,6.0
1684209,195,prior,35,5,11,2.0
85844,195,prior,36,2,9,25.0
1485596,195,prior,37,2,15,0.0
2173254,195,prior,38,1,8,13.0
887706,195,prior,39,1,8,7.0
417035,195,prior,40,3,16,2.0
2779493,195,prior,41,4,16,1.0
1965520,195,prior,42,4,11,7.0
152330,195,prior,43,5,14,1.0
910030,195,prior,44,5,9,7.0
476868,195,prior,45,5,10,7.0
882353,195,prior,46,3,9,5.0
1615297,195,prior,47,5,10,2.0
690433,195,prior,48,1,13,3.0
176934,195,prior,49,1,15,7.0
2257634,195,prior,50,5,12,4.0
1113934,195,prior,51,1,15,10.0
1765587,195,prior,52,3,12,2.0
1199792,195,prior,53,5,12,2.0
42996,195,prior,54,5,15,7.0
2500838,195,prior,55,1,21,10.0
121548,195,prior,56,1,10,7.0
745908,195,prior,57,4,11,3.0
2857448,195,prior,58,5,16,1.0
1458129,195,train,59,4,11,6.0
2483382,197,prior,1,4,12,
1849035,197,prior,2,1,9,4.0
2265158,197,prior,3,5,9,4.0
1306060,197,prior,4,1,9,3.0
3083377,197,prior,5,3,8,2.0
843713,197,prior,6,0,15,4.0
235707,197,prior,7,6,14,6.0
2890752,197,prior,8,0,19,1.0
1623365,197,prior,9,5,11,5.0
248146,197,prior,10,6,12,1.0
1033381,197,prior,11,6,15,7.0
2650221,197,prior,12,4,20,5.0
3273399,197,prior,13,6,16,2.0
1787495,197,prior,14,6,15,7.0
1303577,197,prior,15,6,15,7.0
1770829,197,prior,16,0,13,1.0
3272626,197,prior,17,3,21,3.0
2622918,197,prior,18,0,12,4.0
3142311,197,prior,19,3,19,3.0
1360600,197,prior,20,4,21,1.0
739987,197,train,21,6,16,2.0
809423,198,prior,1,1,13,
2063274,198,prior,2,4,12,3.0
525584,198,prior,3,3,19,30.0
1180412,198,prior,4,0,12,11.0
2765724,198,prior,5,1,13,22.0
3048264,198,train,6,2,13,8.0
1025396,209,prior,1,1,14,
2763723,209,prior,2,1,18,7.0
1726151,209,prior,3,2,10,8.0
2656420,209,prior,4,1,16,6.0
559540,209,prior,5,2,11,8.0
3118603,209,prior,6,2,16,7.0
551358,209,prior,7,1,16,30.0
1443085,209,prior,8,1,17,7.0
1020291,209,prior,9,5,15,11.0
1917600,209,prior,10,2,12,18.0
1353191,209,prior,11,3,14,8.0
2252250,209,prior,12,1,13,12.0
1633480,209,prior,13,4,14,10.0
2992184,209,prior,14,1,15,18.0
2622578,209,prior,15,1,15,7.0
83873,209,prior,16,1,14,14.0
2781223,209,prior,17,1,11,14.0
2073646,209,prior,18,1,11,14.0
131279,209,prior,19,2,13,15.0
1826981,209,train,20,1,13,27.0
3264342,210,prior,1,0,12,
2420729,210,prior,2,3,7,3.0
2844082,210,prior,3,6,11,3.0
1751757,210,prior,4,0,13,1.0
2531142,210,prior,5,3,7,3.0
2915496,210,prior,6,5,22,2.0
1851027,210,prior,7,3,9,5.0
1049577,210,prior,8,5,23,2.0
1438665,210,prior,9,1,18,3.0
12659,210,prior,10,3,19,2.0
2481706,210,prior,11,0,17,4.0
359850,210,prior,12,2,21,2.0
2337553,210,prior,13,5,23,3.0
2427840,210,prior,14,6,10,8.0
657870,210,prior,15,6,11,0.0
818998,210,prior,16,2,7,3.0
1813064,210,prior,17,5,15,3.0
1892236,210,prior,18,0,12,2.0
762274,210,prior,19,3,6,3.0
3144822,210,prior,20,6,21,3.0
1081907,210,prior,21,1,11,9.0
773026,210,prior,22,0,12,6.0
279541,210,prior,23,5,17,5.0
2783984,210,prior,24,0,8,2.0
198416,210,prior,25,3,17,3.0
1357891,210,prior,26,5,15,2.0
2214547,210,prior,27,1,15,3.0
1855862,210,prior,28,3,17,2.0
110472,210,prior,29,5,9,2.0
569090,210,prior,30,6,20,1.0
282691,210,prior,31,3,8,4.0
1435264,210,prior,32,5,17,2.0
2623871,210,prior,33,0,7,2.0
1584405,210,prior,34,3,14,3.0
2212136,210,prior,35,5,17,2.0
2850206,210,prior,36,0,7,2.0
321026,210,prior,37,5,13,5.0
2670254,210,prior,38,6,23,1.0
2731784,210,prior,39,3,16,4.0
1403638,210,prior,40,0,10,4.0
797790,210,prior,41,4,18,4.0
2406913,210,prior,42,0,8,3.0
1155933,210,prior,43,2,23,2.0
2956153,210,prior,44,0,15,5.0
2110572,210,prior,45,3,19,3.0
2744337,210,prior,46,6,10,3.0
1542972,210,prior,47,0,12,1.0
2251405,210,prior,48,5,17,5.0
2260023,210,prior,49,0,8,2.0
2303971,210,prior,50,4,16,4.0
702374,210,prior,51,0,13,3.0
1072344,210,prior,52,3,16,3.0
773920,210,prior,53,6,21,3.0
768022,210,prior,54,6,22,7.0
345341,210,prior,55,2,15,3.0
271697,210,prior,56,5,17,3.0
1890789,210,prior,57,0,13,2.0
590041,210,prior,58,4,6,4.0
301462,210,prior,59,6,17,2.0
1619131,210,prior,60,4,14,5.0
2737399,210,prior,61,6,11,2.0
742915,210,prior,62,1,18,2.0
2437861,210,prior,63,4,14,3.0
2698702,210,prior,64,0,15,3.0
2073638,210,prior,65,3,18,3.0
1046599,210,prior,66,0,8,4.0
1361222,210,prior,67,6,19,6.0
1946321,210,prior,68,2,17,3.0
2228163,210,prior,69,4,22,2.0
3093750,210,prior,70,0,10,3.0
3161724,210,prior,71,4,18,4.0
966414,210,prior,72,0,14,3.0
2756274,210,prior,73,4,20,4.0
1827637,210,prior,74,0,8,3.0
2972331,210,prior,75,5,15,5.0
1038710,210,prior,76,1,10,10.0
27316,210,prior,77,4,16,3.0
143533,210,prior,78,0,16,3.0
2043489,210,prior,79,3,18,3.0
90696,210,prior,80,0,14,4.0
1289149,210,prior,81,3,17,3.0
3321331,210,prior,82,0,10,4.0
2185732,210,prior,83,3,8,3.0
1768538,210,prior,84,1,19,5.0
2676957,210,prior,85,4,4,3.0
3175332,210,prior,86,0,13,3.0
856964,210,prior,87,4,16,4.0
46152,210,prior,88,0,8,3.0
154860,210,prior,89,4,23,4.0
1087911,210,prior,90,6,12,2.0
990101,210,prior,91,3,17,4.0
1720520,210,prior,92,0,12,4.0
1074721,210,prior,93,4,12,4.0
457193,210,prior,94,0,12,3.0
1296308,210,prior,95,4,9,4.0
863347,210,prior,96,6,10,2.0
3207289,210,prior,97,3,16,4.0
1607543,210,prior,98,0,7,4.0
2306299,210,prior,99,3,18,3.0
3176785,210,train,100,1,12,5.0
1140986,212,prior,1,3,20,
819148,212,prior,2,1,23,30.0
1185116,212,prior,3,4,22,30.0
1315501,212,prior,4,6,20,9.0
75067,212,prior,5,0,1,15.0
164258,212,prior,6,6,23,6.0
3218587,212,prior,7,5,10,30.0
405573,212,prior,8,0,2,9.0
855167,212,prior,9,0,0,21.0
54473,212,prior,10,3,11,10.0
1389254,212,prior,11,0,17,4.0
2263899,212,prior,12,5,12,12.0
3084045,212,train,13,0,0,2.0
792098,217,prior,1,0,11,
1308376,217,prior,2,0,11,30.0
1827173,217,prior,3,2,11,30.0
2545773,217,prior,4,1,23,20.0
1880728,217,prior,5,1,14,7.0
2779264,217,prior,6,6,11,19.0
929665,217,prior,7,0,15,29.0
436007,217,prior,8,1,10,8.0
2708579,217,prior,9,5,12,4.0
3403497,217,prior,10,6,23,22.0
731826,217,prior,11,6,10,7.0
1131395,217,train,12,6,12,30.0
459251,218,prior,1,0,14,
12218,218,prior,2,3,16,30.0
1560984,218,prior,3,5,15,9.0
1962306,218,prior,4,3,9,12.0
1161788,218,prior,5,5,13,16.0
2030777,218,prior,6,3,11,12.0
1841249,218,train,7,3,13,7.0
3266727,231,prior,1,1,0,
1826997,231,prior,2,1,12,14.0
1221771,231,prior,3,4,11,17.0
2499603,231,train,4,6,2,16.0
3379591,240,prior,1,1,7,
370635,240,prior,2,3,11,30.0
1522069,240,prior,3,1,8,5.0
1175191,240,prior,4,1,8,30.0
751387,240,prior,5,4,16,30.0
688931,240,train,6,3,9,20.0
2484309,242,prior,1,5,11,
2620567,242,prior,2,2,14,18.0
513477,242,prior,3,4,13,9.0
572124,242,prior,4,5,17,30.0
1586138,242,prior,5,0,12,16.0
372512,242,prior,6,2,11,16.0
866834,242,prior,7,5,16,10.0
3371371,242,prior,8,6,17,8.0
973558,242,prior,9,2,23,10.0
2944923,242,prior,10,1,12,6.0
3250193,242,prior,11,3,22,9.0
2148102,242,prior,12,0,11,18.0
1336956,242,prior,13,4,14,18.0
2975393,242,prior,14,4,16,7.0
638110,242,prior,15,4,15,7.0
1475552,242,prior,16,6,9,9.0
2193979,242,train,17,6,14,7.0
1765616,249,prior,1,3,11,
1190729,249,prior,2,3,15,14.0
1639611,249,prior,3,1,19,5.0
3152603,249,prior,4,6,16,5.0
903548,249,prior,5,0,16,8.0
439237,249,prior,6,6,23,6.0
2400090,249,prior,7,6,22,7.0
148985,249,prior,8,3,15,4.0
1096353,249,prior,9,1,15,12.0
142062,249,train,10,4,22,3.0
3389694,250,prior,1,6,19,
1670498,250,prior,2,6,13,30.0
2961658,250,prior,3,3,18,25.0
337651,250,prior,4,2,22,6.0
183152,250,prior,5,3,18,8.0
1562406,250,prior,6,1,21,26.0
1414656,250,prior,7,4,5,10.0
905616,250,prior,8,2,22,30.0
2587292,250,prior,9,2,11,14.0
1904186,250,prior,10,3,6,30.0
2361814,250,prior,11,0,14,4.0
524863,250,train,12,6,14,20.0
1185231,258,prior,1,0,17,
3357860,258,prior,2,0,20,7.0
2885174,258,prior,3,1,12,22.0
3102060,258,prior,4,4,17,10.0
932262,258,prior,5,0,12,3.0
159293,258,prior,6,6,9,13.0
175538,258,prior,7,0,11,15.0
3382967,258,prior,8,4,17,4.0
1924548,258,prior,9,0,19,3.0
937113,258,prior,10,6,22,6.0
502391,258,prior,11,6,19,7.0
3370401,258,prior,12,2,14,3.0
356386,258,prior,13,6,19,4.0
1059015,258,prior,14,2,18,3.0
2413103,258,prior,15,1,17,6.0
1206128,258,prior,16,6,11,5.0
2894072,258,prior,17,0,10,1.0
2760272,258,prior,18,1,14,8.0
2860650,258,prior,19,0,11,13.0
1957089,258,prior,20,1,16,8.0
2855994,258,prior,21,3,15,9.0
811633,258,prior,22,3,17,14.0
2505886,258,prior,23,2,18,13.0
1048797,258,prior,24,1,18,6.0
1056167,258,train,25,6,12,26.0
1098424,260,prior,1,3,12,
499513,260,prior,2,4,9,8.0
372836,260,prior,3,1,9,11.0
1978768,260,prior,4,2,10,8.0
1779397,260,prior,5,5,10,10.0
3366824,260,prior,6,1,11,10.0
2548400,260,prior,7,1,10,14.0
2510631,260,prior,8,5,9,4.0
2222974,260,prior,9,3,12,12.0
3073600,260,prior,10,3,11,7.0
2833486,260,prior,11,2,9,6.0
2019284,260,prior,12,3,10,1.0
1895353,260,prior,13,3,10,14.0
833533,260,prior,14,3,9,7.0
994380,260,prior,15,1,17,5.0
1363907,260,prior,16,4,19,3.0
2634401,260,prior,17,4,9,30.0
3227316,260,train,18,4,11,30.0
1693542,262,prior,1,1,9,
2312239,262,prior,2,5,11,4.0
2849066,262,prior,3,1,10,10.0
277974,262,prior,4,1,10,7.0
1486508,262,prior,5,2,23,1.0
3081192,262,prior,6,1,8,13.0
722388,262,prior,7,1,17,7.0
38150,262,prior,8,2,9,22.0
215184,262,prior,9,1,9,6.0
3286909,262,prior,10,5,0,25.0
1910178,262,prior,11,5,18,7.0
2467915,262,prior,12,5,18,0.0
2117965,262,prior,13,0,20,9.0
2421920,262,prior,14,4,14,18.0
426279,262,prior,15,6,19,23.0
2489424,262,prior,16,2,21,3.0
2190485,262,prior,17,4,10,9.0
1560844,262,prior,18,2,17,26.0
667587,262,prior,19,4,14,30.0
1294488,262,prior,20,4,21,0.0
1540890,262,prior,21,3,17,6.0
391273,262,prior,22,4,21,1.0
1928691,262,prior,23,3,20,6.0
373209,262,prior,24,2,9,13.0
2960539,262,prior,25,6,0,4.0
1931792,262,prior,26,6,11,0.0
589249,262,prior,27,5,15,6.0
2650732,262,prior,28,6,2,1.0
1071514,262,prior,29,6,10,0.0
606685,262,prior,30,6,23,0.0
3313392,262,prior,31,6,0,7.0
2302433,262,prior,32,6,13,0.0
1851305,262,prior,33,1,12,23.0
497749,262,prior,34,3,11,2.0
1785282,262,prior,35,4,21,1.0
1714468,262,prior,36,1,19,4.0
1403692,262,prior,37,3,2,2.0
1285609,262,prior,38,5,13,2.0
2506510,262,prior,39,5,17,7.0
275129,262,prior,40,1,9,3.0
1450350,262,prior,41,0,17,13.0
